,dataset,method,timeSlice,GT_predict,TRUE,GT_predict_log
1366,NewAtEnd,word2vec_0.80,17,0.362,0.471,-0.441291429467
1367,NewAtEnd,word2vec_0.80,18,0.365,0.714,-0.437707135544
1368,NewAtEnd,word2vec_0.80,19,0.365,0.5,-0.437707135544
1369,NewAtEnd,word2vec_0.80,20,0.36,0.188,-0.443697499233
1370,NewAtEnd,word2vec_0.80,21,0.357,0.176,-0.447331783888
1371,NewAtEnd,word2vec_0.80,22,0.34,0.286,-0.468521082958
1372,NewAtEnd,word2vec_0.80,23,0.338,0.286,-0.471083299722
1373,NewAtEnd,word2vec_0.80,24,0.331,0.437,-0.480172006224
1374,NewAtEnd,word2vec_0.80,25,0.33,0.267,-0.481486060122
1375,NewAtEnd,word2vec_0.80,26,0.325,0.154,-0.488116639021
1376,NewAtEnd,word2vec_0.80,27,0.32,0.091,-0.49485002168
1377,NewAtEnd,word2vec_0.80,28,0.319,0.3,-0.496209316943
1378,NewAtEnd,word2vec_0.80,29,0.322,0.6,-0.492144128304
1379,NewAtEnd,word2vec_0.80,30,0.321,0.167,-0.493494967595
1380,NewAtEnd,word2vec_0.80,31,0.313,0.311,-0.504455662454
1381,NewAtEnd,word2vec_0.80,32,0.306,0.111,-0.514278573518
1382,NewAtEnd,word2vec_0.80,33,0.306,0.222,-0.514278573518
1383,NewAtEnd,word2vec_0.80,34,0.301,0.2,-0.521433504406
1384,NewAtEnd,word2vec_0.80,35,0.295,0.211,-0.530177984022
1385,NewAtEnd,word2vec_0.80,36,0.292,0.25,-0.534617148552
1386,NewAtEnd,word2vec_0.80,37,0.291,0.333,-0.536107011014
1387,NewAtEnd,word2vec_0.80,38,0.291,0.4,-0.536107011014
1388,NewAtEnd,word2vec_0.80,39,0.29,0.4,-0.537602002101
1389,NewAtEnd,word2vec_0.80,40,0.293,1.0,-0.533132379646
1390,NewAtEnd,word2vec_0.80,41,0.292,0.394,-0.534617148552
1391,NewAtEnd,word2vec_0.80,42,0.29,0.308,-0.537602002101
1392,NewAtEnd,word2vec_0.80,43,0.286,0.429,-0.543633966871
1393,NewAtEnd,word2vec_0.80,44,0.293,0.722,-0.533132379646
1394,NewAtEnd,word2vec_0.80,45,0.293,0.4,-0.533132379646
1395,NewAtEnd,word2vec_0.90,1,0.698,0.826,-0.156144577377
1396,NewAtEnd,word2vec_0.90,2,0.558,0.529,-0.253365801062
1397,NewAtEnd,word2vec_0.90,3,0.58,0.909,-0.236572006437
1398,NewAtEnd,word2vec_0.90,4,0.568,0.6,-0.245651664289
1399,NewAtEnd,word2vec_0.90,5,0.523,0.625,-0.281498311133
1400,NewAtEnd,word2vec_0.90,6,0.515,0.595,-0.288192770959
1401,NewAtEnd,word2vec_0.90,7,0.511,0.571,-0.291579099865
1402,NewAtEnd,word2vec_0.90,8,0.481,0.56,-0.317854923626
1403,NewAtEnd,word2vec_0.90,9,0.476,0.467,-0.32239304728
1404,NewAtEnd,word2vec_0.90,10,0.455,0.286,-0.341988603343
1405,NewAtEnd,word2vec_0.90,11,0.402,0.435,-0.395773946916
1406,NewAtEnd,word2vec_0.90,12,0.404,0.727,-0.393618634889
1407,NewAtEnd,word2vec_0.90,13,0.406,0.556,-0.391473966423
1408,NewAtEnd,word2vec_0.90,14,0.407,0.625,-0.390405590775
1409,NewAtEnd,word2vec_0.90,15,0.4,0.25,-0.397940008672
1410,NewAtEnd,word2vec_0.90,16,0.396,0.222,-0.402304814074
1411,NewAtEnd,word2vec_0.90,17,0.372,0.471,-0.429457060118
1412,NewAtEnd,word2vec_0.90,18,0.376,0.857,-0.424812155072
1413,NewAtEnd,word2vec_0.90,19,0.375,0.5,-0.425968732272
1414,NewAtEnd,word2vec_0.90,20,0.37,0.188,-0.431798275933
1415,NewAtEnd,word2vec_0.90,21,0.367,0.176,-0.435333935748
1416,NewAtEnd,word2vec_0.90,22,0.35,0.302,-0.45593195565
1417,NewAtEnd,word2vec_0.90,23,0.349,0.286,-0.457174573041
1418,NewAtEnd,word2vec_0.90,24,0.342,0.465,-0.465973893944
1419,NewAtEnd,word2vec_0.90,25,0.34,0.267,-0.468521082958
1420,NewAtEnd,word2vec_0.90,26,0.335,0.154,-0.474955192963
1421,NewAtEnd,word2vec_0.90,27,0.331,0.091,-0.480172006224
1422,NewAtEnd,word2vec_0.90,28,0.329,0.3,-0.48280410205
1423,NewAtEnd,word2vec_0.90,29,0.332,0.6,-0.478861916296
1424,NewAtEnd,word2vec_0.90,30,0.331,0.167,-0.480172006224
1425,NewAtEnd,word2vec_0.90,31,0.322,0.311,-0.492144128304
1426,NewAtEnd,word2vec_0.90,32,0.316,0.111,-0.500312917382
1427,NewAtEnd,word2vec_0.90,33,0.315,0.222,-0.50168944621
1428,NewAtEnd,word2vec_0.90,34,0.31,0.2,-0.508638306166
1429,NewAtEnd,word2vec_0.90,35,0.306,0.263,-0.514278573518
1430,NewAtEnd,word2vec_0.90,36,0.303,0.25,-0.518557371498
1431,NewAtEnd,word2vec_0.90,37,0.302,0.333,-0.519993057043
1432,NewAtEnd,word2vec_0.90,38,0.302,0.4,-0.519993057043
1433,NewAtEnd,word2vec_0.90,39,0.3,0.4,-0.52287874528
1434,NewAtEnd,word2vec_0.90,40,0.303,1.0,-0.518557371498
1435,NewAtEnd,word2vec_0.90,41,0.302,0.394,-0.519993057043
1436,NewAtEnd,word2vec_0.90,42,0.3,0.308,-0.52287874528
1437,NewAtEnd,word2vec_0.90,43,0.296,0.44,-0.528708288941
1438,NewAtEnd,word2vec_0.90,44,0.303,0.722,-0.518557371498
1439,NewAtEnd,word2vec_0.90,45,0.302,0.4,-0.519993057043
1440,Exciting,word2vec_0.20,1,0.0,0.143,-inf
1441,Exciting,word2vec_0.20,2,0.059,0.2,-1.22914798836
1442,Exciting,word2vec_0.20,3,0.054,0.175,-1.26760624018
1443,Exciting,word2vec_0.20,4,0.049,0.0,-1.30980391997
1444,Exciting,word2vec_0.20,5,0.026,0.029,-1.58502665203
1445,Exciting,word2vec_0.20,6,0.027,0.059,-1.56863623584
1446,Exciting,word2vec_0.20,7,0.025,0.0,-1.60205999133
1447,Exciting,word2vec_0.20,8,0.018,0.0,-1.7447274949
1448,Exciting,word2vec_0.20,9,0.008,0.011,-2.09691001301
1449,Exciting,word2vec_0.20,10,0.007,0.0,-2.15490195999
1450,Exciting,word2vec_0.20,11,0.013,0.045,-1.88605664769
1451,Exciting,word2vec_0.20,12,0.016,0.111,-1.79588001734
1452,Exciting,word2vec_0.20,13,0.015,0.0,-1.82390874094
1453,Exciting,word2vec_0.20,14,0.018,0.036,-1.7447274949
1454,Exciting,word2vec_0.20,15,0.019,0.029,-1.72124639905
1455,Exciting,word2vec_0.20,16,0.018,0.0,-1.7447274949
1456,Exciting,word2vec_0.20,17,0.018,0.0,-1.7447274949
1457,Exciting,word2vec_0.20,18,0.017,0.0,-1.76955107862
1458,Exciting,word2vec_0.20,19,0.015,0.0,-1.82390874094
1459,Exciting,word2vec_0.20,20,0.02,0.047,-1.69897000434
1460,Exciting,word2vec_0.20,21,0.017,0.0,-1.76955107862
1461,Exciting,word2vec_0.20,22,0.018,0.027,-1.7447274949
1462,Exciting,word2vec_0.20,23,0.019,0.25,-1.72124639905
1463,Exciting,word2vec_0.20,24,0.02,0.067,-1.69897000434
1464,Exciting,word2vec_0.20,25,0.021,0.029,-1.67778070527
1465,Exciting,word2vec_0.20,26,0.019,0.0,-1.72124639905
1466,Exciting,word2vec_0.20,27,0.021,0.143,-1.67778070527
1467,Exciting,word2vec_0.20,28,0.021,0.0,-1.67778070527
1468,Exciting,word2vec_0.20,29,0.02,0.0,-1.69897000434
1469,Exciting,word2vec_0.20,30,0.022,0.105,-1.65757731918
1470,Exciting,word2vec_0.20,31,0.024,0.053,-1.61978875829
1471,Exciting,word2vec_0.20,32,0.023,0.0,-1.63827216398
1472,Exciting,word2vec_0.20,33,0.023,0.0,-1.63827216398
1473,Exciting,word2vec_0.20,34,0.022,0.0,-1.65757731918
1474,Exciting,word2vec_0.20,35,0.022,0.044,-1.65757731918
1475,Exciting,word2vec_0.20,36,0.021,0.0,-1.67778070527
1476,Exciting,word2vec_0.20,37,0.021,0.0,-1.67778070527
1477,Exciting,word2vec_0.20,38,0.02,0.0,-1.69897000434
1478,Exciting,word2vec_0.20,39,0.022,0.049,-1.65757731918
1479,Exciting,word2vec_0.20,40,0.022,0.023,-1.65757731918
1480,Exciting,word2vec_0.20,41,0.023,0.167,-1.63827216398
1481,Exciting,word2vec_0.20,42,0.023,0.0,-1.63827216398
1482,Exciting,word2vec_0.20,43,0.024,0.167,-1.61978875829
1483,Exciting,word2vec_0.20,44,0.023,0.024,-1.63827216398
1484,Exciting,word2vec_0.20,45,0.02,0.0,-1.69897000434
1485,Exciting,word2vec_0.30,1,0.0,0.286,-inf
1486,Exciting,word2vec_0.30,2,0.118,0.3,-0.928117992694
1487,Exciting,word2vec_0.30,3,0.108,0.246,-0.966576244513
1488,Exciting,word2vec_0.30,4,0.085,0.0,-1.07058107429
1489,Exciting,word2vec_0.30,5,0.06,0.088,-1.22184874962
1490,Exciting,word2vec_0.30,6,0.06,0.088,-1.22184874962
1491,Exciting,word2vec_0.30,7,0.05,0.1,-1.30102999566
1492,Exciting,word2vec_0.30,8,0.048,0.0,-1.31875876262
1493,Exciting,word2vec_0.30,9,0.027,0.021,-1.56863623584
1494,Exciting,word2vec_0.30,10,0.026,0.0,-1.58502665203
1495,Exciting,word2vec_0.30,11,0.026,0.045,-1.58502665203
1496,Exciting,word2vec_0.30,12,0.028,0.111,-1.55284196866
1497,Exciting,word2vec_0.30,13,0.03,0.067,-1.52287874528
1498,Exciting,word2vec_0.30,14,0.028,0.036,-1.55284196866
1499,Exciting,word2vec_0.30,15,0.031,0.059,-1.50863830617
1500,Exciting,word2vec_0.30,16,0.029,0.0,-1.5376020021
1501,Exciting,word2vec_0.30,17,0.029,0.0,-1.5376020021
1502,Exciting,word2vec_0.30,18,0.028,0.0,-1.55284196866
1503,Exciting,word2vec_0.30,19,0.025,0.0,-1.60205999133
1504,Exciting,word2vec_0.30,20,0.031,0.078,-1.50863830617
1505,Exciting,word2vec_0.30,21,0.03,0.0,-1.52287874528
1506,Exciting,word2vec_0.30,22,0.028,0.027,-1.55284196866
1507,Exciting,word2vec_0.30,23,0.03,0.25,-1.52287874528
1508,Exciting,word2vec_0.30,24,0.03,0.067,-1.52287874528
1509,Exciting,word2vec_0.30,25,0.03,0.029,-1.52287874528
1510,Exciting,word2vec_0.30,26,0.028,0.0,-1.55284196866
1511,Exciting,word2vec_0.30,27,0.031,0.143,-1.50863830617
1512,Exciting,word2vec_0.30,28,0.03,0.0,-1.52287874528
1513,Exciting,word2vec_0.30,29,0.029,0.0,-1.5376020021
1514,Exciting,word2vec_0.30,30,0.031,0.105,-1.50863830617
1515,Exciting,word2vec_0.30,31,0.031,0.053,-1.50863830617
1516,Exciting,word2vec_0.30,32,0.03,0.0,-1.52287874528
1517,Exciting,word2vec_0.30,33,0.03,0.0,-1.52287874528
1518,Exciting,word2vec_0.30,34,0.029,0.0,-1.5376020021
1519,Exciting,word2vec_0.30,35,0.027,0.044,-1.56863623584
1520,Exciting,word2vec_0.30,36,0.025,0.0,-1.60205999133
1521,Exciting,word2vec_0.30,37,0.025,0.0,-1.60205999133
1522,Exciting,word2vec_0.30,38,0.025,0.0,-1.60205999133
1523,Exciting,word2vec_0.30,39,0.03,0.115,-1.52287874528
1524,Exciting,word2vec_0.30,40,0.027,0.023,-1.56863623584
1525,Exciting,word2vec_0.30,41,0.028,0.167,-1.55284196866
1526,Exciting,word2vec_0.30,42,0.028,0.0,-1.55284196866
1527,Exciting,word2vec_0.30,43,0.028,0.167,-1.55284196866
1528,Exciting,word2vec_0.30,44,0.026,0.0,-1.58502665203
1529,Exciting,word2vec_0.30,45,0.022,0.0,-1.65757731918
1530,Exciting,word2vec_0.40,1,0.143,0.571,-0.844663962535
1531,Exciting,word2vec_0.40,2,0.235,0.4,-0.628932137728
1532,Exciting,word2vec_0.40,3,0.216,0.386,-0.665546248849
1533,Exciting,word2vec_0.40,4,0.195,0.25,-0.709965388637
1534,Exciting,word2vec_0.40,5,0.147,0.147,-0.832682665252
1535,Exciting,word2vec_0.40,6,0.127,0.118,-0.896196279044
1536,Exciting,word2vec_0.40,7,0.144,0.5,-0.841637507905
1537,Exciting,word2vec_0.40,8,0.157,0.5,-0.804100347591
1538,Exciting,word2vec_0.40,9,0.108,0.138,-0.966576244513
1539,Exciting,word2vec_0.40,10,0.108,0.125,-0.966576244513
1540,Exciting,word2vec_0.40,11,0.096,0.114,-1.01772876696
1541,Exciting,word2vec_0.40,12,0.1,0.222,-1.0
1542,Exciting,word2vec_0.40,13,0.104,0.2,-0.982966660701
1543,Exciting,word2vec_0.40,14,0.082,0.073,-1.08618614762
1544,Exciting,word2vec_0.40,15,0.085,0.118,-1.07058107429
1545,Exciting,word2vec_0.40,16,0.081,0.0,-1.09151498112
1546,Exciting,word2vec_0.40,17,0.079,0.0,-1.10237290871
1547,Exciting,word2vec_0.40,18,0.075,0.0,-1.12493873661
1548,Exciting,word2vec_0.40,19,0.073,0.071,-1.13667713988
1549,Exciting,word2vec_0.40,20,0.058,0.086,-1.23657200644
1550,Exciting,word2vec_0.40,21,0.057,0.074,-1.24412514433
1551,Exciting,word2vec_0.40,22,0.054,0.054,-1.26760624018
1552,Exciting,word2vec_0.40,23,0.053,0.25,-1.2757241304
1553,Exciting,word2vec_0.40,24,0.054,0.067,-1.26760624018
1554,Exciting,word2vec_0.40,25,0.051,0.086,-1.2924298239
1555,Exciting,word2vec_0.40,26,0.049,0.0,-1.30980391997
1556,Exciting,word2vec_0.40,27,0.049,0.071,-1.30980391997
1557,Exciting,word2vec_0.40,28,0.047,0.0,-1.32790214206
1558,Exciting,word2vec_0.40,29,0.046,0.0,-1.33724216832
1559,Exciting,word2vec_0.40,30,0.048,0.158,-1.31875876262
1560,Exciting,word2vec_0.40,31,0.046,0.053,-1.33724216832
1561,Exciting,word2vec_0.40,32,0.046,0.063,-1.33724216832
1562,Exciting,word2vec_0.40,33,0.046,0.0,-1.33724216832
1563,Exciting,word2vec_0.40,34,0.045,0.0,-1.34678748622
1564,Exciting,word2vec_0.40,35,0.043,0.069,-1.36653154442
1565,Exciting,word2vec_0.40,36,0.042,0.0,-1.3767507096
1566,Exciting,word2vec_0.40,37,0.041,0.0,-1.38721614328
1567,Exciting,word2vec_0.40,38,0.041,0.0,-1.38721614328
1568,Exciting,word2vec_0.40,39,0.045,0.115,-1.34678748622
1569,Exciting,word2vec_0.40,40,0.045,0.058,-1.34678748622
1570,Exciting,word2vec_0.40,41,0.046,0.167,-1.33724216832
1571,Exciting,word2vec_0.40,42,0.046,0.0,-1.33724216832
1572,Exciting,word2vec_0.40,43,0.045,0.167,-1.34678748622
1573,Exciting,word2vec_0.40,44,0.043,0.049,-1.36653154442
1574,Exciting,word2vec_0.40,45,0.036,0.021,-1.44369749923
1575,Exciting,word2vec_0.50,1,0.143,0.571,-0.844663962535
1576,Exciting,word2vec_0.50,2,0.235,0.5,-0.628932137728
1577,Exciting,word2vec_0.50,3,0.473,0.614,-0.325138859262
1578,Exciting,word2vec_0.50,4,0.463,0.5,-0.334419008982
1579,Exciting,word2vec_0.50,5,0.362,0.353,-0.441291429467
1580,Exciting,word2vec_0.50,6,0.293,0.265,-0.533132379646
1581,Exciting,word2vec_0.50,7,0.306,0.6,-0.514278573518
1582,Exciting,word2vec_0.50,8,0.313,0.5,-0.504455662454
1583,Exciting,word2vec_0.50,9,0.238,0.255,-0.623423042943
1584,Exciting,word2vec_0.50,10,0.235,0.25,-0.628932137728
1585,Exciting,word2vec_0.50,11,0.202,0.159,-0.694648630553
1586,Exciting,word2vec_0.50,12,0.202,0.333,-0.694648630553
1587,Exciting,word2vec_0.50,13,0.199,0.133,-0.70114692359
1588,Exciting,word2vec_0.50,14,0.166,0.182,-0.77989191196
1589,Exciting,word2vec_0.50,15,0.16,0.147,-0.795880017344
1590,Exciting,word2vec_0.50,16,0.156,0.056,-0.806875401646
1591,Exciting,word2vec_0.50,17,0.151,0.0,-0.821023052707
1592,Exciting,word2vec_0.50,18,0.146,0.1,-0.835647144216
1593,Exciting,word2vec_0.50,19,0.148,0.214,-0.829738284605
1594,Exciting,word2vec_0.50,20,0.122,0.164,-0.913640169325
1595,Exciting,word2vec_0.50,21,0.12,0.111,-0.920818753952
1596,Exciting,word2vec_0.50,22,0.116,0.162,-0.935542010773
1597,Exciting,word2vec_0.50,23,0.118,0.5,-0.928117992694
1598,Exciting,word2vec_0.50,24,0.114,0.067,-0.943095148664
1599,Exciting,word2vec_0.50,25,0.112,0.143,-0.95078197733
1600,Exciting,word2vec_0.50,26,0.108,0.0,-0.966576244513
1601,Exciting,word2vec_0.50,27,0.109,0.143,-0.962573502059
1602,Exciting,word2vec_0.50,28,0.106,0.077,-0.974694134735
1603,Exciting,word2vec_0.50,29,0.104,0.042,-0.982966660701
1604,Exciting,word2vec_0.50,30,0.105,0.158,-0.97881070093
1605,Exciting,word2vec_0.50,31,0.1,0.079,-1.0
1606,Exciting,word2vec_0.50,32,0.099,0.063,-1.0043648054
1607,Exciting,word2vec_0.50,33,0.096,0.083,-1.01772876696
1608,Exciting,word2vec_0.50,34,0.095,0.056,-1.02227639471
1609,Exciting,word2vec_0.50,35,0.085,0.107,-1.07058107429
1610,Exciting,word2vec_0.50,36,0.084,0.111,-1.07572071394
1611,Exciting,word2vec_0.50,37,0.083,0.0,-1.08092190762
1612,Exciting,word2vec_0.50,38,0.082,0.0,-1.08618614762
1613,Exciting,word2vec_0.50,39,0.084,0.197,-1.07572071394
1614,Exciting,word2vec_0.50,40,0.085,0.14,-1.07058107429
1615,Exciting,word2vec_0.50,41,0.086,0.167,-1.06550154876
1616,Exciting,word2vec_0.50,42,0.086,0.0,-1.06550154876
1617,Exciting,word2vec_0.50,43,0.084,0.167,-1.07572071394
1618,Exciting,word2vec_0.50,44,0.08,0.073,-1.09691001301
1619,Exciting,word2vec_0.50,45,0.065,0.057,-1.18708664336
1620,Exciting,word2vec_0.60,1,0.714,0.857,-0.146301788224
1621,Exciting,word2vec_0.60,2,0.647,0.8,-0.189095719331
1622,Exciting,word2vec_0.60,3,0.581,0.684,-0.23582386761
1623,Exciting,word2vec_0.60,4,0.598,0.875,-0.223298816012
1624,Exciting,word2vec_0.60,5,0.491,0.471,-0.308918507877
1625,Exciting,word2vec_0.60,6,0.44,0.471,-0.356547323514
1626,Exciting,word2vec_0.60,7,0.444,0.6,-0.352617029885
1627,Exciting,word2vec_0.60,8,0.452,0.667,-0.344861565189
1628,Exciting,word2vec_0.60,9,0.373,0.383,-0.428291168191
1629,Exciting,word2vec_0.60,10,0.366,0.25,-0.436518914606
1630,Exciting,word2vec_0.60,11,0.349,0.477,-0.457174573041
1631,Exciting,word2vec_0.60,12,0.355,0.667,-0.449771646945
1632,Exciting,word2vec_0.60,13,0.342,0.267,-0.465973893944
1633,Exciting,word2vec_0.60,14,0.299,0.291,-0.524328811676
1634,Exciting,word2vec_0.60,15,0.282,0.206,-0.549750891681
1635,Exciting,word2vec_0.60,16,0.278,0.167,-0.555955204082
1636,Exciting,word2vec_0.60,17,0.27,0.077,-0.568636235841
1637,Exciting,word2vec_0.60,18,0.264,0.2,-0.57839607313
1638,Exciting,word2vec_0.60,19,0.267,0.357,-0.573488738635
1639,Exciting,word2vec_0.60,20,0.242,0.305,-0.61618463402
1640,Exciting,word2vec_0.60,21,0.235,0.185,-0.628932137728
1641,Exciting,word2vec_0.60,22,0.223,0.216,-0.651695136952
1642,Exciting,word2vec_0.60,23,0.225,0.5,-0.647817481889
1643,Exciting,word2vec_0.60,24,0.219,0.133,-0.65955588516
1644,Exciting,word2vec_0.60,25,0.219,0.371,-0.65955588516
1645,Exciting,word2vec_0.60,26,0.214,0.083,-0.669586226651
1646,Exciting,word2vec_0.60,27,0.211,0.143,-0.675717544702
1647,Exciting,word2vec_0.60,28,0.205,0.0,-0.688246138944
1648,Exciting,word2vec_0.60,29,0.199,0.083,-0.70114692359
1649,Exciting,word2vec_0.60,30,0.202,0.368,-0.694648630553
1650,Exciting,word2vec_0.60,31,0.194,0.158,-0.71219827007
1651,Exciting,word2vec_0.60,32,0.193,0.125,-0.714442690992
1652,Exciting,word2vec_0.60,33,0.189,0.167,-0.723538195827
1653,Exciting,word2vec_0.60,34,0.184,0.056,-0.73518217699
1654,Exciting,word2vec_0.60,35,0.166,0.22,-0.77989191196
1655,Exciting,word2vec_0.60,36,0.164,0.222,-0.785156151952
1656,Exciting,word2vec_0.60,37,0.164,0.2,-0.785156151952
1657,Exciting,word2vec_0.60,38,0.163,0.0,-0.787812395596
1658,Exciting,word2vec_0.60,39,0.164,0.328,-0.785156151952
1659,Exciting,word2vec_0.60,40,0.161,0.221,-0.793174123968
1660,Exciting,word2vec_0.60,41,0.16,0.167,-0.795880017344
1661,Exciting,word2vec_0.60,42,0.16,0.0,-0.795880017344
1662,Exciting,word2vec_0.60,43,0.16,0.5,-0.795880017344
1663,Exciting,word2vec_0.60,44,0.161,0.293,-0.793174123968
1664,Exciting,word2vec_0.60,45,0.15,0.184,-0.823908740944
1665,Exciting,word2vec_0.70,1,0.714,0.857,-0.146301788224
1666,Exciting,word2vec_0.70,2,0.882,1.0,-0.0545314148682
1667,Exciting,word2vec_0.70,3,0.662,0.754,-0.17914201056
1668,Exciting,word2vec_0.70,4,0.695,1.0,-0.15801519541
1669,Exciting,word2vec_0.70,5,0.586,0.588,-0.232102383982
1670,Exciting,word2vec_0.70,6,0.533,0.559,-0.273272790973
1671,Exciting,word2vec_0.70,7,0.525,0.6,-0.279840696594
1672,Exciting,word2vec_0.70,8,0.536,0.833,-0.270835210307
1673,Exciting,word2vec_0.70,9,0.462,0.543,-0.335358024444
1674,Exciting,word2vec_0.70,10,0.455,0.375,-0.341988603343
1675,Exciting,word2vec_0.70,11,0.433,0.568,-0.363512103647
1676,Exciting,word2vec_0.70,12,0.442,0.778,-0.354577730651
1677,Exciting,word2vec_0.70,13,0.435,0.467,-0.361510743045
1678,Exciting,word2vec_0.70,14,0.414,0.473,-0.382999658879
1679,Exciting,word2vec_0.70,15,0.398,0.353,-0.400116927926
1680,Exciting,word2vec_0.70,16,0.386,0.167,-0.413412695328
1681,Exciting,word2vec_0.70,17,0.377,0.231,-0.423658649794
1682,Exciting,word2vec_0.70,18,0.371,0.3,-0.430626090385
1683,Exciting,word2vec_0.70,19,0.365,0.357,-0.437707135544
1684,Exciting,word2vec_0.70,20,0.355,0.477,-0.449771646945
1685,Exciting,word2vec_0.70,21,0.357,0.519,-0.447331783888
1686,Exciting,word2vec_0.70,22,0.339,0.27,-0.469800301797
1687,Exciting,word2vec_0.70,23,0.34,0.5,-0.468521082958
1688,Exciting,word2vec_0.70,24,0.336,0.267,-0.47366072261
1689,Exciting,word2vec_0.70,25,0.343,0.543,-0.464705879957
1690,Exciting,word2vec_0.70,26,0.336,0.167,-0.47366072261
1691,Exciting,word2vec_0.70,27,0.332,0.357,-0.478861916296
1692,Exciting,word2vec_0.70,28,0.324,0.154,-0.489454989793
1693,Exciting,word2vec_0.70,29,0.321,0.25,-0.493494967595
1694,Exciting,word2vec_0.70,30,0.318,0.368,-0.497572880016
1695,Exciting,word2vec_0.70,31,0.309,0.289,-0.510041520575
1696,Exciting,word2vec_0.70,32,0.302,0.125,-0.519993057043
1697,Exciting,word2vec_0.70,33,0.3,0.333,-0.52287874528
1698,Exciting,word2vec_0.70,34,0.294,0.167,-0.531652669588
1699,Exciting,word2vec_0.70,35,0.268,0.314,-0.571865205971
1700,Exciting,word2vec_0.70,36,0.268,0.333,-0.571865205971
1701,Exciting,word2vec_0.70,37,0.267,0.3,-0.573488738635
1702,Exciting,word2vec_0.70,38,0.263,0.083,-0.58004425151
1703,Exciting,word2vec_0.70,39,0.259,0.377,-0.586700235919
1704,Exciting,word2vec_0.70,40,0.253,0.326,-0.596879478824
1705,Exciting,word2vec_0.70,41,0.251,0.167,-0.600326278519
1706,Exciting,word2vec_0.70,42,0.252,0.5,-0.598599459218
1707,Exciting,word2vec_0.70,43,0.251,0.5,-0.600326278519
1708,Exciting,word2vec_0.70,44,0.254,0.439,-0.59516628338
1709,Exciting,word2vec_0.70,45,0.245,0.284,-0.610833915635
1710,Exciting,word2vec_0.80,1,0.714,0.857,-0.146301788224
1711,Exciting,word2vec_0.80,2,0.882,1.0,-0.0545314148682
1712,Exciting,word2vec_0.80,3,0.662,0.754,-0.17914201056
1713,Exciting,word2vec_0.80,4,0.695,1.0,-0.15801519541
1714,Exciting,word2vec_0.80,5,0.586,0.618,-0.232102383982
1715,Exciting,word2vec_0.80,6,0.553,0.618,-0.257274868695
1716,Exciting,word2vec_0.80,7,0.544,0.6,-0.264401100302
1717,Exciting,word2vec_0.80,8,0.554,0.833,-0.256490235272
1718,Exciting,word2vec_0.80,9,0.496,0.585,-0.30451832351
1719,Exciting,word2vec_0.80,10,0.493,0.5,-0.307153080723
1720,Exciting,word2vec_0.80,11,0.474,0.614,-0.324221658326
1721,Exciting,word2vec_0.80,12,0.48,0.778,-0.318758762624
1722,Exciting,word2vec_0.80,13,0.473,0.533,-0.325138859262
1723,Exciting,word2vec_0.80,14,0.455,0.527,-0.341988603343
1724,Exciting,word2vec_0.80,15,0.447,0.441,-0.349692476868
1725,Exciting,word2vec_0.80,16,0.433,0.222,-0.363512103647
1726,Exciting,word2vec_0.80,17,0.421,0.231,-0.375717904164
1727,Exciting,word2vec_0.80,18,0.414,0.3,-0.382999658879
1728,Exciting,word2vec_0.80,19,0.415,0.5,-0.381951903288
1729,Exciting,word2vec_0.80,20,0.406,0.523,-0.391473966423
1730,Exciting,word2vec_0.80,21,0.413,0.63,-0.384049948344
1731,Exciting,word2vec_0.80,22,0.396,0.324,-0.402304814074
1732,Exciting,word2vec_0.80,23,0.396,0.5,-0.402304814074
1733,Exciting,word2vec_0.80,24,0.389,0.267,-0.410050398674
1734,Exciting,word2vec_0.80,25,0.398,0.6,-0.400116927926
1735,Exciting,word2vec_0.80,26,0.389,0.167,-0.410050398674
1736,Exciting,word2vec_0.80,27,0.383,0.357,-0.416801226031
1737,Exciting,word2vec_0.80,28,0.373,0.154,-0.428291168191
1738,Exciting,word2vec_0.80,29,0.369,0.333,-0.432973633841
1739,Exciting,word2vec_0.80,30,0.368,0.421,-0.434152181326
1740,Exciting,word2vec_0.80,31,0.357,0.342,-0.447331783888
1741,Exciting,word2vec_0.80,32,0.349,0.188,-0.457174573041
1742,Exciting,word2vec_0.80,33,0.347,0.333,-0.459670525209
1743,Exciting,word2vec_0.80,34,0.34,0.222,-0.468521082958
1744,Exciting,word2vec_0.80,35,0.316,0.365,-0.500312917382
1745,Exciting,word2vec_0.80,36,0.315,0.333,-0.50168944621
1746,Exciting,word2vec_0.80,37,0.314,0.4,-0.503070351927
1747,Exciting,word2vec_0.80,38,0.311,0.167,-0.507239610973
1748,Exciting,word2vec_0.80,39,0.307,0.459,-0.512861624523
1749,Exciting,word2vec_0.80,40,0.299,0.36,-0.524328811676
1750,Exciting,word2vec_0.80,41,0.295,0.167,-0.530177984022
1751,Exciting,word2vec_0.80,42,0.296,0.5,-0.528708288941
1752,Exciting,word2vec_0.80,43,0.295,0.5,-0.530177984022
1753,Exciting,word2vec_0.80,44,0.303,0.61,-0.518557371498
1754,Exciting,word2vec_0.80,45,0.293,0.362,-0.533132379646
1755,Exciting,word2vec_0.90,1,0.714,0.857,-0.146301788224
1756,Exciting,word2vec_0.90,2,0.882,1.0,-0.0545314148682
1757,Exciting,word2vec_0.90,3,0.662,0.754,-0.17914201056
1758,Exciting,word2vec_0.90,4,0.695,1.0,-0.15801519541
